# beta	delta
-2.549695099942599352e-01 -7.121260731541800837e-02
-2.547590654475073713e-01 -7.115580925285813763e-02
-2.545486497257624658e-01 -7.109901721309679068e-02
-2.543382628365332687e-01 -7.104223119517602547e-02
-2.541279047873157282e-01 -7.098545119813821913e-02
-2.539175755855933025e-01 -7.092867722102580430e-02
-2.537072752388374597e-01 -7.087190926288139403e-02
-2.534970037545076771e-01 -7.081514732274800383e-02
-2.532867611400517194e-01 -7.075839139966864921e-02
-2.530765474029045281e-01 -7.070164149268658160e-02
-2.528663625504897761e-01 -7.064489760084541325e-02
-2.526562065902190901e-01 -7.058815972318878418e-02
-2.524460795294906079e-01 -7.053142785876051479e-02
-2.522359813756926972e-01 -7.047470200660486961e-02
-2.520259121362002919e-01 -7.041798216576600211e-02
-2.518158718183765576e-01 -7.036126833528855151e-02
-2.516058604295728918e-01 -7.030456051421715702e-02
-2.513958779771282570e-01 -7.024785870159669376e-02
-2.511859244683706249e-01 -7.019116289647241158e-02
-2.509759999106148110e-01 -7.013447309788953254e-02
-2.507661043111640287e-01 -7.007778930489352853e-02
-2.505562376773105004e-01 -7.002111151653024612e-02
-2.503464000163334036e-01 -6.996443973184555964e-02
-2.501365913354999804e-01 -6.990777394988552385e-02
-2.499268116420665931e-01 -6.985111416969660980e-02
-2.497170609432766419e-01 -6.979446039032526083e-02
-2.495073392463613704e-01 -6.973781261081817007e-02
-2.492976465585421963e-01 -6.968117083022237757e-02
-2.490879828870260215e-01 -6.962453504758492340e-02
-2.488783482390093948e-01 -6.956790526195323621e-02
-2.486687426216770691e-01 -6.951128147237482791e-02
-2.484591660422008907e-01 -6.945466367789736306e-02
-2.482496185077422701e-01 -6.939805187756892257e-02
-2.480401000254496002e-01 -6.934144607043757347e-02
-2.478306106024594779e-01 -6.928484625555160481e-02
-2.476211502458980085e-01 -6.922825243195968037e-02
-2.474117189628777802e-01 -6.917166459871051942e-02
-2.472023167605005844e-01 -6.911508275485299391e-02
-2.469929436458563610e-01 -6.905850689943637821e-02
-2.467835996260226150e-01 -6.900193703150990510e-02
-2.465742847080661937e-01 -6.894537315012323753e-02
-2.463649988990411488e-01 -6.888881525432609398e-02
-2.461557422059899303e-01 -6.883226334316835948e-02
-2.459465146359442189e-01 -6.877571741570033537e-02
-2.457373161959224006e-01 -6.871917747097229523e-02
-2.455281468929322586e-01 -6.866264350803474859e-02
-2.453190067339693636e-01 -6.860611552593856577e-02
-2.451098957260181566e-01 -6.854959352373467263e-02
-2.449008138760502828e-01 -6.849307750047414767e-02
-2.446917611910267853e-01 -6.843656745520849960e-02
-2.444827376778967998e-01 -6.838006338698922326e-02
-2.442737433435967220e-01 -6.832356529486800778e-02
-2.440647781950528450e-01 -6.826707317789694474e-02
-2.438558422391789438e-01 -6.821058703512809795e-02
-2.436469354828772471e-01 -6.815410686561394760e-02
-2.434380579330383543e-01 -6.809763266840698770e-02
-2.432292095965407352e-01 -6.804116444255994822e-02
-2.430203904802525627e-01 -6.798470218712589219e-02
-2.428116005910289643e-01 -6.792824590115795202e-02
-2.426028399357140486e-01 -6.787179558370941279e-02
-2.423941085211407664e-01 -6.781535123383396202e-02
-2.421854063541295510e-01 -6.775891285058534275e-02
-2.419767334414898718e-01 -6.770248043301742291e-02
-2.417680897900197357e-01 -6.764605398018452842e-02
-2.415594754065051863e-01 -6.758963349114092967e-02
-2.413508902977205828e-01 -6.753321896494116072e-02
-2.411423344704291538e-01 -6.747681040064008873e-02
-2.409338079313825265e-01 -6.742040779729258082e-02
-2.407253106873205595e-01 -6.736401115395393435e-02
-2.405168427449720925e-01 -6.730762046967943280e-02
-2.403084041110536140e-01 -6.725123574352459555e-02
-2.400999947922706212e-01 -6.719485697454528894e-02
-2.398916147953178146e-01 -6.713848416179744871e-02
-2.396832641268764330e-01 -6.708211730433714937e-02
-2.394749427936183617e-01 -6.702575640122092338e-02
-2.392666508022030514e-01 -6.696940145150523382e-02
-2.390583881592780735e-01 -6.691305245424677972e-02
-2.388501548714804246e-01 -6.685670940850266253e-02
-2.386419509454353882e-01 -6.680037231332998371e-02
-2.384337763877557581e-01 -6.674404116778605289e-02
-2.382256312050452518e-01 -6.668771597092852665e-02
-2.380175154038936258e-01 -6.663139672181506157e-02
-2.378094289908807557e-01 -6.657508341950373054e-02
-2.376013719725746376e-01 -6.651877606305263424e-02
-2.373933443555319434e-01 -6.646247465152005374e-02
-2.371853461462979096e-01 -6.640617918396468644e-02
-2.369773773514066151e-01 -6.634988965944521588e-02
-2.367694379773802316e-01 -6.629360607702051988e-02
-2.365615280307303281e-01 -6.623732843574990647e-02
-2.363536475179562335e-01 -6.618105673469262817e-02
-2.361457964455468406e-01 -6.612479097290817343e-02
-2.359379748199793292e-01 -6.606853114945644700e-02
-2.357301826477192497e-01 -6.601227726339729818e-02
-2.355224199352211611e-01 -6.595602931379082601e-02
-2.353146866889282429e-01 -6.589978729969749038e-02
-2.351069829152722945e-01 -6.584355122017769568e-02
-2.348993086206740688e-01 -6.578732107429231812e-02
-2.346916638115432163e-01 -6.573109686110223393e-02
-2.344840484942768422e-01 -6.567487857966851361e-02
-2.342764626752628365e-01 -6.561866622905263013e-02
-2.340689063608759612e-01 -6.556245980831601483e-02
-2.338613795574807086e-01 -6.550625931652036271e-02
-2.336538822714301633e-01 -6.545006475272771573e-02
-2.334464145090659748e-01 -6.539387611600012973e-02
-2.332389762767185515e-01 -6.533769340539988257e-02
-2.330315675807079212e-01 -6.528151661998961297e-02
-2.328241884273414275e-01 -6.522534575883190411e-02
-2.326168388229167550e-01 -6.516918082098981102e-02
-2.324095187737194868e-01 -6.511302180552637486e-02
-2.322022282860236875e-01 -6.505686871150484496e-02
-2.319949673660931799e-01 -6.500072153798885921e-02
-2.317877360201801573e-01 -6.494458028404205552e-02
-2.315805342545259604e-01 -6.488844494872827995e-02
-2.313733620753605225e-01 -6.483231553111176715e-02
-2.311662194889022859e-01 -6.477619203025672401e-02
-2.309591065013587297e-01 -6.472007444522760722e-02
-2.307520231189271742e-01 -6.466396277508923429e-02
-2.305449693477926165e-01 -6.460785701890642274e-02
-2.303379451941294231e-01 -6.455175717574419825e-02
-2.301309506641008029e-01 -6.449566324466797507e-02
-2.299239857638590567e-01 -6.443957522474311195e-02
-2.297170504995454943e-01 -6.438349311503539785e-02
-2.295101448772898234e-01 -6.432741691461064948e-02
-2.293032689032107607e-01 -6.427134662253487785e-02
-2.290964225834168921e-01 -6.421528223787448253e-02
-2.288896059240042302e-01 -6.415922375969586311e-02
-2.286828189310593784e-01 -6.410317118706562733e-02
-2.284760616106566167e-01 -6.404712451905072990e-02
-2.282693339688600664e-01 -6.399108375471818100e-02
-2.280626360117218310e-01 -6.393504889313517126e-02
-2.278559677452846044e-01 -6.387901993336929374e-02
-2.276493291755785908e-01 -6.382299687448808601e-02
-2.274427203086234472e-01 -6.376697971555936317e-02
-2.272361411504283113e-01 -6.371096845565125955e-02
-2.270295917069906078e-01 -6.365496309383190943e-02
-2.268230719842978804e-01 -6.359896362916984958e-02
-2.266165819883257104e-01 -6.354297006073365839e-02
-2.264101217250384102e-01 -6.348698238759208079e-02
-2.262036912003909661e-01 -6.343100060881427804e-02
-2.259972904203263744e-01 -6.337502472346936977e-02
-2.257909193907761125e-01 -6.331905473062672540e-02
-2.255845781176622211e-01 -6.326309062935607519e-02
-2.253782666068946117e-01 -6.320713241872716326e-02
-2.251719848643728150e-01 -6.315118009780991415e-02
-2.249657328959859537e-01 -6.309523366567465485e-02
-2.247595107076112153e-01 -6.303929312139169849e-02
-2.245533183051153236e-01 -6.298335846403158023e-02
-2.243471556943548162e-01 -6.292742969266519604e-02
-2.241410228811742955e-01 -6.287150680636340028e-02
-2.239349198714082612e-01 -6.281558980419750526e-02
-2.237288466708807488e-01 -6.275967868523879556e-02
-2.235228032854030267e-01 -6.270377344855876389e-02
-2.233167897207785912e-01 -6.264787409322930545e-02
-2.231108059827973666e-01 -6.259198061832231541e-02
-2.229048520772392572e-01 -6.253609302290986938e-02
-2.226989280098745638e-01 -6.248021130606445234e-02
-2.224930337864618191e-01 -6.242433546685852153e-02
-2.222871694127480369e-01 -6.236846550436475622e-02
-2.220813348944713495e-01 -6.231260141765619653e-02
-2.218755302373575655e-01 -6.225674320580592419e-02
-2.216697554471219189e-01 -6.220089086788718052e-02
-2.214640105294695682e-01 -6.214504440297361626e-02
-2.212582954900948473e-01 -6.208920381013880579e-02
-2.210526103346807381e-01 -6.203336908845678149e-02
-2.208469550689000360e-01 -6.197754023700156878e-02
-2.206413296984144623e-01 -6.192171725484740819e-02
-2.204357342288757182e-01 -6.186590014106890800e-02
-2.202301686659237367e-01 -6.181008889474069040e-02
-2.200246330151887086e-01 -6.175428351493756490e-02
-2.198191272822898890e-01 -6.169848400073472960e-02
-2.196136514728355971e-01 -6.164269035120737567e-02
-2.194082055924236885e-01 -6.158690256543092323e-02
-2.192027896466415271e-01 -6.153112064248112550e-02
-2.189974036410651526e-01 -6.147534458143372182e-02
-2.187920475812611121e-01 -6.141957438136488173e-02
-2.185867214727841568e-01 -6.136381004135077477e-02
-2.183814253211791567e-01 -6.130805156046776477e-02
-2.181761591319800464e-01 -6.125229893779259721e-02
-2.179709229107104906e-01 -6.119655217240203143e-02
-2.177657166628830243e-01 -6.114081126337302802e-02
-2.175605403940001625e-01 -6.108507620978290836e-02
-2.173553941095535125e-01 -6.102934701070902163e-02
-2.171502778150239676e-01 -6.097362366522888349e-02
-2.169451915158824018e-01 -6.091790617242040518e-02
-2.167401352175886697e-01 -6.086219453136151869e-02
-2.165351089255919681e-01 -6.080648874113034341e-02
-2.163301126453315570e-01 -6.075078880080535954e-02
-2.161251463822355112e-01 -6.069509470946499868e-02
-2.159202101417220798e-01 -6.063940646618816432e-02
-2.157153039291980767e-01 -6.058372407005371829e-02
-2.155104277500606846e-01 -6.052804752014075140e-02
-2.153055816096964281e-01 -6.047237681552872918e-02
-2.151007655134801466e-01 -6.041671195529711713e-02
-2.148959794667783807e-01 -6.036105293852557507e-02
-2.146912234749456805e-01 -6.030539976429413751e-02
-2.144864975433261045e-01 -6.024975243168285283e-02
-2.142818016772539969e-01 -6.019411093977197064e-02
-2.140771358820529324e-01 -6.013847528764210137e-02
-2.138725001630353006e-01 -6.008284547437387629e-02
-2.136678945255043316e-01 -6.002722149904810706e-02
-2.134633189747526250e-01 -5.997160336074600778e-02
-2.132587735160612064e-01 -5.991599105854869545e-02
-2.130542581547017200e-01 -5.986038459153777275e-02
-2.128497728959354851e-01 -5.980478395879482850e-02
-2.126453177450126630e-01 -5.974918915940163888e-02
-2.124408927071736453e-01 -5.969360019244038251e-02
-2.122364977876483871e-01 -5.963801705699321026e-02
-2.120321329916561304e-01 -5.958243975214248117e-02
-2.118277983244064022e-01 -5.952686827697094285e-02
-2.116234937910976555e-01 -5.947130263056134292e-02
-2.114192193969181288e-01 -5.941574281199661633e-02
-2.112149751470466241e-01 -5.936018882036008665e-02
-2.110107610466503414e-01 -5.930464065473507046e-02
-2.108065771008864608e-01 -5.924909831420507866e-02
-2.106024233149026703e-01 -5.919356179785400379e-02
-2.103982996938356664e-01 -5.913803110476569674e-02
-2.101942062428120706e-01 -5.908250623402441781e-02
-2.099901429669481789e-01 -5.902698718471446893e-02
-2.097861098713492134e-01 -5.897147395592031160e-02
-2.095821069611119303e-01 -5.891596654672680983e-02
-2.093781342413212343e-01 -5.886046495621881369e-02
-2.091741917170522047e-01 -5.880496918348137453e-02
-2.089702793933702896e-01 -5.874947922759993224e-02
-2.087663972753297514e-01 -5.869399508765991286e-02
-2.085625453679748331e-01 -5.863851676274694363e-02
-2.083587236763403128e-01 -5.858304425194703347e-02
-2.081549322054502826e-01 -5.852757755434618431e-02
-2.079511709603177605e-01 -5.847211666903059935e-02
-2.077474399459472709e-01 -5.841666159508686340e-02
-2.075437391673318754e-01 -5.836121233160149885e-02
-2.073400686294549766e-01 -5.830576887766145827e-02
-2.071364283372896242e-01 -5.825033123235372201e-02
-2.069328182957982099e-01 -5.819489939476543000e-02
-2.067292385099342988e-01 -5.813947336398413157e-02
-2.065256889846401878e-01 -5.808405313909736217e-02
-2.063221697248481534e-01 -5.802863871919285155e-02
-2.061186807354806749e-01 -5.797323010335872495e-02
-2.059152220214499340e-01 -5.791782729068307989e-02
-2.057117935876579540e-01 -5.786243028025422203e-02
-2.055083954389970435e-01 -5.780703907116083173e-02
-2.053050275803485480e-01 -5.775165366249159632e-02
-2.051016900165847645e-01 -5.769627405333540432e-02
-2.048983827525669155e-01 -5.764090024278150509e-02
-2.046951057931470641e-01 -5.758553222991909248e-02
-2.044918591431663935e-01 -5.753017001383780443e-02
-2.042886428074566496e-01 -5.747481359362727887e-02
-2.040854567908389761e-01 -5.741946296837734803e-02
-2.038823010981249684e-01 -5.736411813717821190e-02
-2.036791757341160913e-01 -5.730877909912010515e-02
-2.034760807036030128e-01 -5.725344585329340819e-02
-2.032730160113677131e-01 -5.719811839878890386e-02
-2.030699816621816811e-01 -5.714279673469738197e-02
-2.028669776608046371e-01 -5.708748086010981271e-02
-2.026640040119897512e-01 -5.703217077411754099e-02
-2.024610607204773982e-01 -5.697686647581187008e-02
-2.022581477909987935e-01 -5.692156796428452653e-02
-2.020552652282753825e-01 -5.686627523862723688e-02
-2.018524130370185077e-01 -5.681098829793192889e-02
-2.016495912219295472e-01 -5.675570714129089811e-02
-2.014467997877003869e-01 -5.670043176779646088e-02
-2.012440387390115049e-01 -5.664516217654110702e-02
-2.010413080805353025e-01 -5.658989836661770106e-02
-2.008386078169335509e-01 -5.653464033711912140e-02
-2.006359379528567244e-01 -5.647938808713843378e-02
-2.004332984929478589e-01 -5.642414161576906478e-02
-2.002306894418384164e-01 -5.636890092210446179e-02
-2.000281108041502276e-01 -5.631366600523826649e-02
-1.998255625844958527e-01 -5.625843686426448831e-02
-1.996230447874766389e-01 -5.620321349827706731e-02
-1.994205574176862172e-01 -5.614799590637038762e-02
-1.992181004797061450e-01 -5.609278408763884033e-02
-1.990156739781088480e-01 -5.603757804117701774e-02
-1.988132779174578424e-01 -5.598237776607985910e-02
-1.986109123023058753e-01 -5.592718326144233837e-02
-1.984085771371953966e-01 -5.587199452635958213e-02
-1.982062724266604459e-01 -5.581681155992713333e-02
-1.980039981752243772e-01 -5.576163436124050715e-02
-1.978017543874001916e-01 -5.570646292939541999e-02
-1.975995410676924247e-01 -5.565129726348795602e-02
-1.973973582205951482e-01 -5.559613736261421330e-02
-1.971952058505916650e-01 -5.554098322587047720e-02
-1.969930839621576724e-01 -5.548583485235340090e-02
-1.967909925597570719e-01 -5.543069224115958205e-02
-1.965889316478450777e-01 -5.537555539138604155e-02
-1.963869012308669948e-01 -5.532042430212983503e-02
-1.961849013132580810e-01 -5.526529897248817769e-02
-1.959829318994440461e-01 -5.521017940155867332e-02
-1.957809929938409410e-01 -5.515506558843892571e-02
-1.955790846008543526e-01 -5.509995753222671905e-02
-1.953772067248821243e-01 -5.504485523202021918e-02
-1.951753593703100809e-01 -5.498975868691759195e-02
-1.949735425415152490e-01 -5.493466789601720440e-02
-1.947717562428657734e-01 -5.487958285841778444e-02
-1.945700004787188075e-01 -5.482450357321806689e-02
-1.943682752534224012e-01 -5.476943003951695310e-02
-1.941665805713150006e-01 -5.471436225641375384e-02
-1.939649164367256151e-01 -5.465930022300770352e-02
-1.937632828539728180e-01 -5.460424393839847373e-02
-1.935616798273665506e-01 -5.454919340168573605e-02
-1.933601073612063181e-01 -5.449414861196935633e-02
-1.931585654597819390e-01 -5.443910956834956127e-02
-1.929570541273744333e-01 -5.438407626992658450e-02
-1.927555733682543571e-01 -5.432904871580086781e-02
-1.925541231866832459e-01 -5.427402690507319299e-02
-1.923527035869127266e-01 -5.421901083684436962e-02
-1.921513145731845451e-01 -5.416400051021538764e-02
-1.919499561497316764e-01 -5.410899592428760480e-02
-1.917486283207770759e-01 -5.405399707816237881e-02
-1.915473310905333459e-01 -5.399900397094126170e-02
-1.913460644632052066e-01 -5.394401660172618712e-02
-1.911448284429860534e-01 -5.388903496961900547e-02
-1.909436230340616214e-01 -5.383405907372203897e-02
-1.907424482406060440e-01 -5.377908891313756129e-02
-1.905413040667852942e-01 -5.372412448696807508e-02
-1.903401905167555197e-01 -5.366916579431642992e-02
-1.901391075946635978e-01 -5.361421283428549622e-02
-1.899380553046456643e-01 -5.355926560597831787e-02
-1.897370336508303612e-01 -5.350432410849833426e-02
-1.895360426373352281e-01 -5.344938834094895008e-02
-1.893350822682687284e-01 -5.339445830243377822e-02
-1.891341525477300833e-01 -5.333953399205679929e-02
-1.889332534798091323e-01 -5.328461540892194537e-02
-1.887323850685858340e-01 -5.322970255213356483e-02
-1.885315473181309043e-01 -5.317479542079602689e-02
-1.883307402325057334e-01 -5.311989401401386729e-02
-1.881299638157619969e-01 -5.306499833089200341e-02
-1.879292180719419614e-01 -5.301010837053534569e-02
-1.877285030050790948e-01 -5.295522413204901274e-02
-1.875278186191961793e-01 -5.290034561453847012e-02
-1.873271649183082810e-01 -5.284547281710921113e-02
-1.871265419064190583e-01 -5.279060573886688174e-02
-1.869259495875250088e-01 -5.273574437891752342e-02
-1.867253879656111393e-01 -5.268088873636717767e-02
-1.865248570446538245e-01 -5.262603881032206637e-02
-1.863243568286216123e-01 -5.257119459988877225e-02
-1.861238873214711154e-01 -5.251635610417385025e-02
-1.859234485271512582e-01 -5.246152332228425780e-02
-1.857230404496013620e-01 -5.240669625332696618e-02
-1.855226630927505338e-01 -5.235187489640911324e-02
-1.853223164605196371e-01 -5.229705925063823924e-02
-1.851220005568202376e-01 -5.224224931512186365e-02
-1.849217153855530760e-01 -5.218744508896771411e-02
-1.847214609506115657e-01 -5.213264657128385132e-02
-1.845212372558784342e-01 -5.207785376117837761e-02
-1.843210443052277769e-01 -5.202306665775954797e-02
-1.841208821025238640e-01 -5.196828526013600597e-02
-1.839207506516226387e-01 -5.191350956741639516e-02
-1.837206499563694972e-01 -5.185873957870954648e-02
-1.835205800206013427e-01 -5.180397529312465860e-02
-1.833205408481459464e-01 -5.174921670977085386e-02
-1.831205324428212544e-01 -5.169446382775770565e-02
-1.829205548084366639e-01 -5.163971664619478735e-02
-1.827206079487914414e-01 -5.158497516419185275e-02
-1.825206918676766099e-01 -5.153023938085901645e-02
-1.823208065688733670e-01 -5.147550929530641389e-02
-1.821209520561535566e-01 -5.142078490664435397e-02
-1.819211283332805296e-01 -5.136606621398351336e-02
-1.817213354040076723e-01 -5.131135321643456870e-02
-1.815215732720796282e-01 -5.125664591310839097e-02
-1.813218419412314930e-01 -5.120194430311621192e-02
-1.811221414151897580e-01 -5.114724838556927722e-02
-1.809224716976709779e-01 -5.109255815957899211e-02
-1.807228327923834366e-01 -5.103787362425715041e-02
-1.805232247030254533e-01 -5.098319477871549044e-02
-1.803236474332869932e-01 -5.092852162206615296e-02
-1.801241009868479737e-01 -5.087385415342131345e-02
-1.799245853673797080e-01 -5.081919237189332084e-02
-1.797251005785447664e-01 -5.076453627659487100e-02
-1.795256466239955329e-01 -5.070988586663869452e-02
-1.793262235073758704e-01 -5.065524114113768156e-02
-1.791268312323210654e-01 -5.060060209920509006e-02
-1.789274698024570232e-01 -5.054596873995419876e-02
-1.787281392213994347e-01 -5.049134106249846682e-02
-1.785288394927565803e-01 -5.043671906595170035e-02
-1.783295706201264708e-01 -5.038210274942773320e-02
-1.781303326070984572e-01 -5.032749211204055190e-02
-1.779311254572538692e-01 -5.027288715290453847e-02
-1.777319491741626012e-01 -5.021828787113401249e-02
-1.775328037613875809e-01 -5.016369426584370295e-02
-1.773336892224819106e-01 -5.010910633614836657e-02
-1.771346055609897274e-01 -5.005452408116291968e-02
-1.769355527804466754e-01 -4.999994750000265331e-02
-1.767365308843781846e-01 -4.994537659178285849e-02
-1.765375398763012471e-01 -4.989081135561902053e-02
-1.763385797597249172e-01 -4.983625179062698557e-02
-1.761396505381477851e-01 -4.978169789592259281e-02
-1.759407522150596426e-01 -4.972714967062187574e-02
-1.757418847939424544e-01 -4.967260711384122868e-02
-1.755430482782676382e-01 -4.961807022469698347e-02
-1.753442426714993396e-01 -4.956353900230590914e-02
-1.751454679770911571e-01 -4.950901344578476082e-02
-1.749467241984883903e-01 -4.945449355425049487e-02
-1.747480113391278456e-01 -4.939997932682042847e-02
-1.745493294024367259e-01 -4.934547076261186493e-02
-1.743506783918337133e-01 -4.929096786074230879e-02
-1.741520583107283582e-01 -4.923647062032961153e-02
-1.739534691625216900e-01 -4.918197904049165237e-02
-1.737549109506048572e-01 -4.912749312034647015e-02
-1.735563836783614311e-01 -4.907301285901248533e-02
-1.733578873491650463e-01 -4.901853825560811145e-02
-1.731594219663808720e-01 -4.896406930925192857e-02
-1.729609875333654179e-01 -4.890960601906291921e-02
-1.727625840534659785e-01 -4.885514838415997568e-02
-1.725642115300207724e-01 -4.880069640366242745e-02
-1.723658699663601634e-01 -4.874625007668961091e-02
-1.721675593658043291e-01 -4.869180940236102206e-02
-1.719692797316657307e-01 -4.863737437979655936e-02
-1.717710310672474205e-01 -4.858294500811607269e-02
-1.715728133758435414e-01 -4.852852128643964785e-02
-1.713746266607397983e-01 -4.847410321388768983e-02
-1.711764709252132366e-01 -4.841969078958064526e-02
-1.709783461725308540e-01 -4.836528401263909954e-02
-1.707802524059529314e-01 -4.831088288218404053e-02
-1.705821896287292583e-01 -4.825648739733643527e-02
-1.703841578441011584e-01 -4.820209755721743816e-02
-1.701861570553017955e-01 -4.814771336094856441e-02
-1.699881872655550907e-01 -4.809333480765128760e-02
-1.697902484780764443e-01 -4.803896189644748377e-02
-1.695923406960722080e-01 -4.798459462645903589e-02
-1.693944639227400462e-01 -4.793023299680800736e-02
-1.691966181612693521e-01 -4.787587700661683626e-02
-1.689988034148403317e-01 -4.782152665500794680e-02
-1.688010196866240598e-01 -4.776718194110396443e-02
-1.686032669797841443e-01 -4.771284286402785457e-02
-1.684055452974744516e-01 -4.765850942290260350e-02
-1.682078546428403265e-01 -4.760418161685135707e-02
-1.680101950190185933e-01 -4.754985944499764278e-02
-1.678125664291373886e-01 -4.749554290646498117e-02
-1.676149688763162171e-01 -4.744123200037709404e-02
-1.674174023636658404e-01 -4.738692672585802929e-02
-1.672198668942877775e-01 -4.733262708203180014e-02
-1.670223624712763866e-01 -4.727833306802284308e-02
-1.668248890977157284e-01 -4.722404468295558072e-02
-1.666274467766820366e-01 -4.716976192595462997e-02
-1.664300355112431351e-01 -4.711548479614496160e-02
-1.662326553044576327e-01 -4.706121329265156028e-02
-1.660353061593752011e-01 -4.700694741459957721e-02
-1.658379880790385452e-01 -4.695268716111453133e-02
-1.656407010664801838e-01 -4.689843253132194162e-02
-1.654434451247240867e-01 -4.684418352434751437e-02
-1.652462202567870075e-01 -4.678994013931730284e-02
-1.650490264656757078e-01 -4.673570237535738109e-02
-1.648518637543882059e-01 -4.668147023159398973e-02
-1.646547321259155816e-01 -4.662724370715373712e-02
-1.644576315832390334e-01 -4.657302280116316223e-02
-1.642605621293311280e-01 -4.651880751274923426e-02
-1.640635237671569102e-01 -4.646459784103892932e-02
-1.638665164996719326e-01 -4.641039378515939007e-02
-1.636695403298238094e-01 -4.635619534423813387e-02
-1.634725952605509958e-01 -4.630200251740266421e-02
-1.632756812947834257e-01 -4.624781530378067884e-02
-1.630787984354439279e-01 -4.619363370250022249e-02
-1.628819466854449782e-01 -4.613945771268935375e-02
-1.626851260476913086e-01 -4.608528733347630468e-02
-1.624883365250798795e-01 -4.603112256398968205e-02
-1.622915781204975760e-01 -4.597696340335800241e-02
-1.620948508368245111e-01 -4.592280985071022642e-02
-1.618981546769311664e-01 -4.586866190517530778e-02
-1.617014896436795857e-01 -4.581451956588239449e-02
-1.615048557399243745e-01 -4.576038283196096762e-02
-1.613082529685103961e-01 -4.570625170254053599e-02
-1.611116813322750752e-01 -4.565212617675076801e-02
-1.609151408340467049e-01 -4.559800625372170679e-02
-1.607186314766455293e-01 -4.554389193258337465e-02
-1.605221532628833825e-01 -4.548978321246600898e-02
-1.603257061955636054e-01 -4.543568009250017331e-02
-1.601292902774811566e-01 -4.538158257181645894e-02
-1.599329055114220022e-01 -4.532749064954560980e-02
-1.597365519001647527e-01 -4.527340432481874455e-02
-1.595402294464789983e-01 -4.521932359676692631e-02
-1.593439381531263632e-01 -4.516524846452162067e-02
-1.591476780228595345e-01 -4.511117892721431405e-02
-1.589514490584230388e-01 -4.505711498397665937e-02
-1.587552512625531043e-01 -4.500305663394067734e-02
-1.585590846379781316e-01 -4.494900387623837479e-02
-1.583629491874168072e-01 -4.489495671000195282e-02
-1.581668449135812116e-01 -4.484091513436395254e-02
-1.579707718191738219e-01 -4.478687914845694978e-02
-1.577747299068890108e-01 -4.473284875141365913e-02
-1.575787191794135456e-01 -4.467882394236719068e-02
-1.573827396394248401e-01 -4.462480472045061985e-02
-1.571867912895925645e-01 -4.457079108479723023e-02
-1.569908741325785895e-01 -4.451678303454063845e-02
-1.567949881710349602e-01 -4.446278056881442647e-02
-1.565991334076075603e-01 -4.440878368675257870e-02
-1.564033098449320591e-01 -4.435479238748908648e-02
-1.562075174856369097e-01 -4.430080667015811463e-02
-1.560117563323424328e-01 -4.424682653389418879e-02
-1.558160263876598728e-01 -4.419285197783182767e-02
-1.556203276541925640e-01 -4.413888300110575119e-02
-1.554246601345364021e-01 -4.408491960285100542e-02
-1.552290238312774850e-01 -4.403096178220266416e-02
-1.550334187469949998e-01 -4.397700953829596082e-02
-1.548378448842601396e-01 -4.392306287026649658e-02
-1.546423022456341889e-01 -4.386912177724986567e-02
-1.544467908336713824e-01 -4.381518625838184966e-02
-1.542513106509182386e-01 -4.376125631279858402e-02
-1.540558616999116726e-01 -4.370733193963613483e-02
-1.538604439831820769e-01 -4.365341313803101225e-02
-1.536650575032502408e-01 -4.359949990711968482e-02
-1.534697022626292651e-01 -4.354559224603883616e-02
-1.532743782638250896e-01 -4.349169015392548299e-02
-1.530790855093336622e-01 -4.343779362991665588e-02
-1.528838240016434091e-01 -4.338390267314956583e-02
-1.526885937432360119e-01 -4.333001728276176384e-02
-1.524933947365830766e-01 -4.327613745789082172e-02
-1.522982269841493819e-01 -4.322226319767446395e-02
-1.521030904883907131e-01 -4.316839450125078970e-02
-1.519079852517553064e-01 -4.311453136775790507e-02
-1.517129112766830157e-01 -4.306067379633406883e-02
-1.515178685656059232e-01 -4.300682178611792833e-02
-1.513228571209475903e-01 -4.295297533624804071e-02
-1.511278769451237236e-01 -4.289913444586338637e-02
-1.509329280405420914e-01 -4.284529911410295960e-02
-1.507380104096017470e-01 -4.279146934010592124e-02
-1.505431240546949989e-01 -4.273764512301177904e-02
-1.503482689782040527e-01 -4.268382646196007546e-02
-1.501534451825049521e-01 -4.263001335609047787e-02
-1.499586526699650257e-01 -4.257620580454305609e-02
-1.497638914429433310e-01 -4.252240380645785217e-02
-1.495691615037910704e-01 -4.246860736097509553e-02
-1.493744628548515085e-01 -4.241481646723536947e-02
-1.491797954984600272e-01 -4.236103112437926421e-02
-1.489851594369431820e-01 -4.230725133154752959e-02
-1.487905546726203121e-01 -4.225347708788129014e-02
-1.485959812078026521e-01 -4.219970839252159406e-02
-1.484014390447936926e-01 -4.214594524460991282e-02
-1.482069281858880427e-01 -4.209218764328771789e-02
-1.480124486333729006e-01 -4.203843558769665423e-02
-1.478180003895282479e-01 -4.198468907697872760e-02
-1.476235834566240468e-01 -4.193094811027593682e-02
-1.474291978369245970e-01 -4.187721268673045422e-02
-1.472348435326850113e-01 -4.182348280548481290e-02
-1.470405205461528808e-01 -4.176975846568154599e-02
-1.468462288795666093e-01 -4.171603966646336703e-02
-1.466519685351588553e-01 -4.166232640697333650e-02
-1.464577395151522299e-01 -4.160861868635445243e-02
-1.462635418217639871e-01 -4.155491650375013613e-02
