# beta	delta
-1.460693754572004732e-01 -4.150121985830379501e-02
-1.458752404236614009e-01 -4.144752874915903079e-02
-1.456811367233396548e-01 -4.139384317545977826e-02
-1.454870643584188772e-01 -4.134016313634999995e-02
-1.452930233310751051e-01 -4.128648863097379718e-02
-1.450990136434770761e-01 -4.123281965847566677e-02
-1.449050352977847289e-01 -4.117915621800005699e-02
-1.447110882961508416e-01 -4.112549830869163814e-02
-1.445171726407202539e-01 -4.107184592969540665e-02
-1.443232883336294237e-01 -4.101819908015637284e-02
-1.441294353770078140e-01 -4.096455775921970660e-02
-1.439356137729764229e-01 -4.091092196603095255e-02
-1.437418235236481157e-01 -4.085729169973557201e-02
-1.435480646311295683e-01 -4.080366695947944961e-02
-1.433543370975174924e-01 -4.075004774440847688e-02
-1.431606409249020495e-01 -4.069643405366871192e-02
-1.429669761153650742e-01 -4.064282588640657362e-02
-1.427733426709815456e-01 -4.058922324176846702e-02
-1.425797405938171170e-01 -4.053562611890097062e-02
-1.423861698859312519e-01 -4.048203451695103761e-02
-1.421926305493746989e-01 -4.042844843506560731e-02
-1.419991225861900186e-01 -4.037486787239178559e-02
-1.418056459984133599e-01 -4.032129282807705301e-02
-1.416122007880719347e-01 -4.026772330126886928e-02
-1.414187869571857381e-01 -4.021415929111487458e-02
-1.412254045077670772e-01 -4.016060079676305600e-02
-1.410320534418200988e-01 -4.010704781736135899e-02
-1.408387337613416224e-01 -4.005350035205812453e-02
-1.406454454683209454e-01 -3.999995840000170749e-02
-1.404521885647386781e-01 -3.994642196034060844e-02
-1.402589630525685749e-01 -3.989289103222370958e-02
-1.400657689337770073e-01 -3.983936561479987232e-02
-1.398726062103208823e-01 -3.978584570721814540e-02
-1.396794748841519163e-01 -3.973233130862793144e-02
-1.394863749572123890e-01 -3.967882241817862615e-02
-1.392933064314369196e-01 -3.962531903501979175e-02
-1.391002693087534658e-01 -3.957182115830135127e-02
-1.389072635910816311e-01 -3.951832878717322778e-02
-1.387142892803333583e-01 -3.946484192078551778e-02
-1.385213463784130961e-01 -3.941136055828866475e-02
-1.383284348872176051e-01 -3.935788469883305662e-02
-1.381355548086365681e-01 -3.930441434156949077e-02
-1.379427061445508973e-01 -3.925094948564876451e-02
-1.377498888968345103e-01 -3.919749013022184175e-02
-1.375571030673543027e-01 -3.914403627444004025e-02
-1.373643486579679829e-01 -3.909058791745468470e-02
-1.371716256705266257e-01 -3.903714505841727328e-02
-1.369789341068751720e-01 -3.898370769647963724e-02
-1.367862739688477103e-01 -3.893027583079363557e-02
-1.365936452582734439e-01 -3.887684946051126605e-02
-1.364010479769730833e-01 -3.882342858478490810e-02
-1.362084821267594004e-01 -3.877001320276692031e-02
-1.360159477094378677e-01 -3.871660331360984864e-02
-1.358234447268071854e-01 -3.866319891646658596e-02
-1.356309731806569219e-01 -3.860980001048995580e-02
-1.354385330727705672e-01 -3.855640659483320493e-02
-1.352461244049237565e-01 -3.850301866864955930e-02
-1.350537471788831045e-01 -3.844963623109243223e-02
-1.348614013964104796e-01 -3.839625928131559091e-02
-1.346690870592577027e-01 -3.834288781847278865e-02
-1.344768041691697946e-01 -3.828952184171795919e-02
-1.342845527278853368e-01 -3.823616135020539708e-02
-1.340923327371342511e-01 -3.818280634308936217e-02
-1.339001441986391039e-01 -3.812945681952432248e-02
-1.337079871141153009e-01 -3.807611277866507909e-02
-1.335158614852711145e-01 -3.802277421966637067e-02
-1.333237673138058521e-01 -3.796944114168336604e-02
-1.331317046014134642e-01 -3.791611354387119937e-02
-1.329396733497783534e-01 -3.786279142538519216e-02
-1.327476735605793157e-01 -3.780947478538101980e-02
-1.325557052354869314e-01 -3.775616362301435769e-02
-1.323637683761628714e-01 -3.770285793744104774e-02
-1.321718629842641990e-01 -3.764955772781728577e-02
-1.319799890614387905e-01 -3.759626299329925370e-02
-1.317881466093270282e-01 -3.754297373304331387e-02
-1.315963356295626330e-01 -3.748968994620618944e-02
-1.314045561237711657e-01 -3.743641163194458277e-02
-1.312128080935710539e-01 -3.738313878941538354e-02
-1.310210915405743970e-01 -3.732987141777582146e-02
-1.308294064663839962e-01 -3.727660951618307072e-02
-1.306377528725965464e-01 -3.722335308379470104e-02
-1.304461307608009712e-01 -3.717010211976829598e-02
-1.302545401325789776e-01 -3.711685662326159874e-02
-1.300629809895049172e-01 -3.706361659343271331e-02
-1.298714533331456200e-01 -3.701038202943972982e-02
-1.296799571650598948e-01 -3.695715293044091881e-02
-1.294884924868013043e-01 -3.690392929559489776e-02
-1.292970592999138635e-01 -3.685071112406027027e-02
-1.291056576059351757e-01 -3.679749841499583424e-02
-1.289142874063955169e-01 -3.674429116756071367e-02
-1.287229487028176689e-01 -3.669108938091405342e-02
-1.285316414967175580e-01 -3.663789305421513709e-02
-1.283403657896028671e-01 -3.658470218662363688e-02
-1.281491215829751451e-01 -3.653151677729912783e-02
-1.279579088783277807e-01 -3.647833682540161521e-02
-1.277667276771468630e-01 -3.642516233009109039e-02
-1.275755779809122914e-01 -3.637199329052771823e-02
-1.273844597910949172e-01 -3.631882970587201054e-02
-1.271933731091599851e-01 -3.626567157528448604e-02
-1.270023179365646904e-01 -3.621251889792582307e-02
-1.268112942747589844e-01 -3.615937167295704691e-02
-1.266203021251856298e-01 -3.610622989953918976e-02
-1.264293414892797840e-01 -3.605309357683345040e-02
-1.262384123684708037e-01 -3.599996270400137449e-02
-1.260475147641786919e-01 -3.594683728020450775e-02
-1.258566486778177895e-01 -3.589371730460456239e-02
-1.256658141107947213e-01 -3.584060277636360453e-02
-1.254750110645091454e-01 -3.578749369464363089e-02
-1.252842395403528097e-01 -3.573439005860704759e-02
-1.250934995397109395e-01 -3.568129186741626768e-02
-1.249027910639610162e-01 -3.562819912023384994e-02
-1.247121141144743456e-01 -3.557511181622272783e-02
-1.245214686926144898e-01 -3.552202995454580708e-02
-1.243308547997366564e-01 -3.546895353436618770e-02
-1.241402724371913763e-01 -3.541588255484730274e-02
-1.239497216063192297e-01 -3.536281701515258530e-02
-1.237592023084557458e-01 -3.530975691444563497e-02
-1.235687145449293201e-01 -3.525670225189041218e-02
-1.233782583170590780e-01 -3.520365302665085655e-02
-1.231878336261588297e-01 -3.515060923789108116e-02
-1.229974404735355298e-01 -3.509757088477555992e-02
-1.228070788604873065e-01 -3.504453796646869734e-02
-1.226167487883071811e-01 -3.499151048213529347e-02
-1.224264502582794734e-01 -3.493848843094014833e-02
-1.222361832716817309e-01 -3.488547181204824238e-02
-1.220459478297855477e-01 -3.483246062462489606e-02
-1.218557439338534415e-01 -3.477945486783542289e-02
-1.216655715851429898e-01 -3.472645454084531680e-02
-1.214754307849029158e-01 -3.467345964282040477e-02
-1.212853215343759755e-01 -3.462047017292652074e-02
-1.210952438347970561e-01 -3.456748613032965128e-02
-1.209051976873953688e-01 -3.451450751419615770e-02
-1.207151830933907294e-01 -3.446153432369231800e-02
-1.205252000539982909e-01 -3.440856655798481961e-02
-1.203352485704250324e-01 -3.435560421624034994e-02
-1.201453286438703832e-01 -3.430264729762575598e-02
-1.199554402755284299e-01 -3.424969580130824559e-02
-1.197655834665845714e-01 -3.419674972645499883e-02
-1.195757582182177259e-01 -3.414380907223339701e-02
-1.193859645316000667e-01 -3.409087383781114061e-02
-1.191962024078967453e-01 -3.403794402235594402e-02
-1.190064718482653494e-01 -3.398501962503568119e-02
-1.188167728538574303e-01 -3.393210064501857304e-02
-1.186271054258166008e-01 -3.387918708147283353e-02
-1.184374695652798404e-01 -3.382627893356685012e-02
-1.182478652733773283e-01 -3.377337620046936412e-02
-1.180582925512321663e-01 -3.372047888134904053e-02
-1.178687513999608361e-01 -3.366758697537495376e-02
-1.176792418206723673e-01 -3.361470048171617125e-02
-1.174897638144685869e-01 -3.356181939954192700e-02
-1.173003173824448825e-01 -3.350894372802180887e-02
-1.171109025256901609e-01 -3.345607346632539086e-02
-1.169215192452850438e-01 -3.340320861362242738e-02
-1.167321675423048793e-01 -3.335034916908301283e-02
-1.165428474178168833e-01 -3.329749513187722776e-02
-1.163535588728815962e-01 -3.324464650117532616e-02
-1.161643019085528278e-01 -3.319180327614792286e-02
-1.159750765258774352e-01 -3.313896545596559801e-02
-1.157858827258953088e-01 -3.308613303979913989e-02
-1.155967205096402883e-01 -3.303330602681964906e-02
-1.154075898781373039e-01 -3.298048441619816362e-02
-1.152184908324070528e-01 -3.292766820710615189e-02
-1.150294233734609622e-01 -3.287485739871504054e-02
-1.148403875023048665e-01 -3.282205199019645747e-02
-1.146513832199382438e-01 -3.276925198072234979e-02
-1.144624105273521764e-01 -3.271645736946468541e-02
-1.142734694255316680e-01 -3.266366815559557102e-02
-1.140845599154557827e-01 -3.261088433828748800e-02
-1.138956819980952440e-01 -3.255810591671287613e-02
-1.137068356744147107e-01 -3.250533289004439025e-02
-1.135180209453719169e-01 -3.245256525745498360e-02
-1.133292378119177962e-01 -3.239980301811763719e-02
-1.131404862749966628e-01 -3.234704617120548464e-02
-1.129517663355458224e-01 -3.229429471589199963e-02
-1.127630779944956280e-01 -3.224154865135061415e-02
-1.125744212527696325e-01 -3.218880797675512800e-02
-1.123857961112856019e-01 -3.213607269127936872e-02
-1.121972025709526005e-01 -3.208334279409730955e-02
-1.120086406326750300e-01 -3.203061828438328457e-02
-1.118201102973491456e-01 -3.197789916131160703e-02
-1.116316115658646940e-01 -3.192518542405676368e-02
-1.114431444391049270e-01 -3.187247707179358819e-02
-1.112547089179462267e-01 -3.181977410369690035e-02
-1.110663050032581478e-01 -3.176707651894170731e-02
-1.108779326959038330e-01 -3.171438431670333541e-02
-1.106895919967395420e-01 -3.166169749615711793e-02
-1.105012829066141372e-01 -3.160901605647854773e-02
-1.103130054263711385e-01 -3.155633999684347157e-02
-1.101247595568462107e-01 -3.150366931642767376e-02
-1.099365452988684544e-01 -3.145100401440732718e-02
-1.097483626532611695e-01 -3.139834408995860471e-02
-1.095602116208398563e-01 -3.134568954225784576e-02
-1.093720922024135622e-01 -3.129304037048173670e-02
-1.091840043987852144e-01 -3.124039657380695348e-02
-1.089959482107506344e-01 -3.118775815141033858e-02
-1.088079236390993437e-01 -3.113512510246908144e-02
-1.086199306846133555e-01 -3.108249742616036454e-02
-1.084319693480688684e-01 -3.102987512166153691e-02
-1.082440396302354196e-01 -3.097725818815029106e-02
-1.080561415318750801e-01 -3.092464662480425008e-02
-1.078682750537441476e-01 -3.087204043080144303e-02
-1.076804401965923974e-01 -3.081943960531988852e-02
-1.074926369611617638e-01 -3.076684414753777866e-02
-1.073048653481891573e-01 -3.071425405663364555e-02
-1.071171253584030925e-01 -3.066166933178601089e-02
-1.069294169925275456e-01 -3.060908997217355945e-02
-1.067417402512776947e-01 -3.055651597697533334e-02
-1.065540951353643323e-01 -3.050394734537035038e-02
-1.063664816454901463e-01 -3.045138407653781576e-02
-1.061788997823512604e-01 -3.039882616965725731e-02
-1.059913495466381084e-01 -3.034627362390820635e-02
-1.058038309390335885e-01 -3.029372643847035723e-02
-1.056163439602152837e-01 -3.024118461252374782e-02
-1.054288886108526307e-01 -3.018864814524835349e-02
-1.052414648916095152e-01 -3.013611703582454518e-02
-1.050540728031435361e-01 -3.008359128343269032e-02
-1.048667123461048956e-01 -3.003107088725331594e-02
-1.046793835211376061e-01 -2.997855584646729951e-02
-1.044920863288796437e-01 -2.992604616025550460e-02
-1.043048207699613789e-01 -2.987354182779896825e-02
-1.041175868450076453e-01 -2.982104284827906404e-02
-1.039303845546365179e-01 -2.976854922087716210e-02
-1.037432138994589248e-01 -2.971606094477479212e-02
-1.035560748800807979e-01 -2.966357801915383424e-02
-1.033689674970998951e-01 -2.961110044319615123e-02
-1.031818917511082290e-01 -2.955862821608377933e-02
-1.029948476426912618e-01 -2.950616133699909480e-02
-1.028078351724283079e-01 -2.945369980512441144e-02
-1.026208543408919371e-01 -2.940124361964243510e-02
-1.024339051486480856e-01 -2.934879277973586817e-02
-1.022469875962564445e-01 -2.929634728458757609e-02
-1.020601016842701270e-01 -2.924390713338077125e-02
-1.018732474132359317e-01 -2.919147232529864869e-02
-1.016864247836934826e-01 -2.913904285952458387e-02
-1.014996337961776990e-01 -2.908661873524228184e-02
-1.013128744512156176e-01 -2.903419995163544418e-02
-1.011261467493278360e-01 -2.898178650788792859e-02
-1.009394506910297334e-01 -2.892937840318395015e-02
-1.007527862768284460e-01 -2.887697563670770656e-02
-1.005661535072261553e-01 -2.882457820764356207e-02
-1.003795523827185621e-01 -2.877218611517622440e-02
-1.001929829037942615e-01 -2.871979935849033189e-02
-1.000064450709359232e-01 -2.866741793677092184e-02
-9.981993888462005471e-02 -2.861504184920301772e-02
-9.963346434531566986e-02 -2.856267109497182335e-02
-9.944702145348675859e-02 -2.851030567326286874e-02
-9.926061020959052461e-02 -2.845794558326168733e-02
-9.907423061407706621e-02 -2.840559082415396175e-02
-9.888788266739156896e-02 -2.835324139512573893e-02
-9.870156636997140520e-02 -2.830089729536302764e-02
-9.851528172224822966e-02 -2.824855852405203094e-02
-9.832902872464771571e-02 -2.819622508037927106e-02
-9.814280737758873663e-02 -2.814389696353127371e-02
-9.795661768148379578e-02 -2.809157417269472767e-02
-9.777045963673984541e-02 -2.803925670705665479e-02
-9.758433324375566376e-02 -2.798694456580401446e-02
-9.739823850292625429e-02 -2.793463774812416853e-02
-9.721217541463841871e-02 -2.788233625320446149e-02
-9.702614397927344925e-02 -2.783004008023241480e-02
-9.684014419720607392e-02 -2.777774922839587948e-02
-9.665417606880527535e-02 -2.772546369688269965e-02
-9.646823959443240337e-02 -2.767318348488088248e-02
-9.628233477444435306e-02 -2.762090859157877859e-02
-9.609646160919063651e-02 -2.756863901616473170e-02
-9.591062009901420160e-02 -2.751637475782724510e-02
-9.572481024425308349e-02 -2.746411581575516903e-02
-9.553903204523765680e-02 -2.741186218913733291e-02
-9.535328550229273115e-02 -2.735961387716273965e-02
-9.516757061573717646e-02 -2.730737087902072521e-02
-9.498188738588253521e-02 -2.725513319390057004e-02
-9.479623581303560365e-02 -2.720290082099193624e-02
-9.461061589749583667e-02 -2.715067375948449283e-02
-9.442502763955659684e-02 -2.709845200856805802e-02
-9.423947103950555682e-02 -2.704623556743280047e-02
-9.405394609762374181e-02 -2.699402443526887144e-02
-9.386845281418618181e-02 -2.694181861126658875e-02
-9.368299118946164794e-02 -2.688961809461661023e-02
-9.349756122371276346e-02 -2.683742288450959371e-02
-9.331216291719571232e-02 -2.678523298013633924e-02
-9.312679627016089146e-02 -2.673304838068800773e-02
-9.294146128285236952e-02 -2.668086908535568028e-02
-9.275615795550826159e-02 -2.662869509333083348e-02
-9.257088628836009081e-02 -2.657652640380494050e-02
-9.238564628163326020e-02 -2.652436301596963752e-02
-9.220043793554759393e-02 -2.647220492901690425e-02
-9.201526125031583847e-02 -2.642005214213869260e-02
-9.183011622614579983e-02 -2.636790465452713492e-02
-9.164500286323815081e-02 -2.631576246537469660e-02
-9.145992116178765230e-02 -2.626362557387383612e-02
-9.127487112198347241e-02 -2.621149397921717153e-02
-9.108985274400824284e-02 -2.615936768059766437e-02
-9.090486602803816985e-02 -2.610724667720826231e-02
-9.071991097424379757e-02 -2.605513096824206912e-02
-9.053498758278999414e-02 -2.600302055289254247e-02
-9.035009585383420305e-02 -2.595091543035306370e-02
-9.016523578752896895e-02 -2.589881559981740619e-02
-8.998040738402131311e-02 -2.584672106047934681e-02
-8.979561064344980525e-02 -2.579463181153280465e-02
-8.961084556594939299e-02 -2.574254785217205965e-02
-8.942611215164730787e-02 -2.569046918159136050e-02
-8.924141040066584096e-02 -2.563839579898513632e-02
-8.905674031312091343e-02 -2.558632770354814234e-02
-8.887210188912161857e-02 -2.553426489447513728e-02
-8.868749512877244223e-02 -2.548220737096102209e-02
-8.850292003217025139e-02 -2.543015513220105162e-02
-8.831837659940787455e-02 -2.537810817739046335e-02
-8.813386483056970255e-02 -2.532606650572466825e-02
-8.794938472573610166e-02 -2.527403011639939648e-02
-8.776493628498024946e-02 -2.522199900861032268e-02
-8.758051950837034139e-02 -2.516997318155352048e-02
-8.739613439596703726e-02 -2.511795263442503923e-02
-8.721178094782654211e-02 -2.506593736642109826e-02
-8.702745916399849679e-02 -2.501392737673825348e-02
-8.684316904452607511e-02 -2.496192266457305381e-02
-8.665891058944751035e-02 -2.490992322912220780e-02
-8.647468379879430511e-02 -2.485792906958275705e-02
-8.629048867259130062e-02 -2.480594018515173971e-02
-8.610632521085942459e-02 -2.475395657502635002e-02
-8.592219341361219398e-02 -2.470197823840411880e-02
-8.573809328085717218e-02 -2.465000517448257683e-02
-8.555402481259563596e-02 -2.459803738245940757e-02
-8.536998800882511507e-02 -2.454607486153263449e-02
-8.518598286953361909e-02 -2.449411761090020817e-02
-8.500200939470710371e-02 -2.444216562976047474e-02
-8.481806758432286486e-02 -2.439021891731177338e-02
-8.463415743835324412e-02 -2.433827747275260633e-02
-8.445027895676424090e-02 -2.428634129528180197e-02
-8.426643213951678923e-02 -2.423441038409819212e-02
